,precision,recall,f1-score,support
95045000,0.9653465346534653,0.975,0.9701492537313433,200.0
95062900,0.9837837837837838,0.91,0.9454545454545454,200.0
95066210,0.9849246231155779,0.98,0.9824561403508771,200.0
95067000,0.7644787644787645,0.99,0.8627450980392157,200.0
95069100,0.9731182795698925,0.905,0.9378238341968912,200.0
95069910,0.9174757281553398,0.945,0.9310344827586207,200.0
95069990,0.9,0.9,0.9,200.0
96033000,0.9896373056994818,0.955,0.9720101781170484,200.0
96190090,0.8224852071005917,0.695,0.7533875338753387,200.0
accuracy,0.7931279069767442,0.7931279069767442,0.7931279069767442,0.7931279069767442
macro avg,0.8251963418923234,0.7931279069767441,0.7993689223825615,86000.0
weighted avg,0.8251963418923232,0.7931279069767442,0.7993689223825615,86000.0
