,precision,recall,f1-score,support
84733000,0.8173913043478261,0.47,0.5968253968253968,200.0
84749010,0.9202453987730062,0.75,0.8264462809917356,200.0
84749090,0.7956989247311828,0.37,0.5051194539249146,200.0
84779000,0.8823529411764706,0.75,0.8108108108108109,200.0
84798990,0.9375,0.525,0.6730769230769231,200.0
84799000,0.8636363636363636,0.38,0.5277777777777778,200.0
84811000,0.8202247191011236,0.365,0.5051903114186851,200.0
84812010,0.9477611940298507,0.635,0.7604790419161677,200.0
84814000,0.9310344827586207,0.135,0.23580786026200873,200.0
84818090,0.95,0.095,0.17272727272727273,200.0
84819000,0.8545454545454545,0.705,0.7726027397260274,200.0
84821010,0.9319371727748691,0.89,0.9104859335038363,200.0
84821090,0.9051724137931034,0.525,0.6645569620253164,200.0
84822000,0.9590643274853801,0.82,0.8840970350404312,200.0
84823000,0.9888268156424581,0.885,0.9340369393139841,200.0
84825000,1.0,0.9,0.9473684210526315,200.0
84829900,0.8823529411764706,0.75,0.8108108108108109,200.0
84831090,0.0,0.0,0.0,200.0
84833010,1.0,0.005,0.009950248756218905,200.0
84833020,1.0,0.025,0.04878048780487805,200.0
84834011,0.8928571428571429,0.125,0.21929824561403508,200.0
84835000,0.0,0.0,0.0,200.0
84836000,0.90625,0.145,0.25,200.0
84839000,0.8541666666666666,0.205,0.33064516129032256,200.0
84841000,0.9358974358974359,0.365,0.5251798561151079,200.0
84842000,0.848,0.53,0.6523076923076923,200.0
84849000,0.9152542372881356,0.54,0.6792452830188679,200.0
84879010,0.8787878787878788,0.29,0.43609022556390975,200.0
84879090,0.8869047619047619,0.745,0.8097826086956522,200.0
85011000,0.9716312056737588,0.685,0.8035190615835777,200.0
85013100,0.9602649006622517,0.725,0.8262108262108262,200.0
85015100,0.9666666666666667,0.87,0.9157894736842105,200.0
85030090,0.9388888888888889,0.845,0.8894736842105263,200.0
85043100,0.9766081871345029,0.835,0.9002695417789758,200.0
85044000,0.90625,0.435,0.5878378378378378,200.0
85071010,0.9948186528497409,0.96,0.9770992366412213,200.0
85072000,0.9739583333333334,0.935,0.9540816326530612,200.0
85076000,0.9367816091954023,0.815,0.8716577540106952,200.0
85078000,0.9432624113475178,0.665,0.7800586510263929,200.0
85081100,1.0,0.97,0.9847715736040609,200.0
85111000,0.990990990990991,0.55,0.707395498392283,200.0
85114000,0.8767123287671232,0.32,0.46886446886446886,200.0
85115000,1.0,0.26,0.4126984126984127,200.0
85118000,0.9794520547945206,0.715,0.8265895953757225,200.0
85122000,1.0,0.065,0.12206572769953052,200.0
85129000,0.9555555555555556,0.215,0.3510204081632653,200.0
85159000,0.9378238341968912,0.905,0.9211195928753181,200.0
85171300,1.0,0.98,0.98989898989899,200.0
